CEPAL,,,,
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"378,069.80"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"340,217.75"
Afghanistan,Nangarhar MHP Technical Workshop,Irrigation system construction service,1,"130,085.30"
Afghanistan,Nero Engineering and Construction Company,Irrigation system construction service,2,"128,999.80"
Afghanistan,New Shahab Road Construction and Production Company,Irrigation system construction service,2,"408,583.31"
Afghanistan,NOORULLAH CROSS FLOW TURBINE COMPANY,Irrigation system construction service,1,"69,848.00"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"391,399.60"
Afghanistan,PECT International Construction Company,Irrigation system construction service,1,"143,283.96"
Afghanistan,Pyramid Geo Engineering and Construction Company,Irrigation system construction service,1,"71,275.00"
Afghanistan,Qarghai Construction Company,Building and Facility Construction and Maintenance Services,1,"83,323.00"
Afghanistan,Rana M.H.P Technical Workshop,Irrigation system construction service,1,"77,751.60"
Afghanistan,RISHTA CONSTRUCTION COMPANY,Irrigation system construction service,1,"97,263.00"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"294,324.82"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,2,"380,976.97"
Afghanistan,Name withheld for security reasons*,Agricultural building construction services,1,"83,153.96"
Afghanistan,SAMADI CONSTRUCTION COMPANY,Irrigation system construction service,1,"98,080.86"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,2,"296,748.66"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"108,392.41"
Afghanistan,Shamsunahar Construction Company (Afghan Mutahid Workshop),Irrigation system construction service,2,"251,307.86"
Afghanistan,Shinwari Technical Engineering Ltd,Irrigation system construction service,2,"203,808.35"
Afghanistan,SKY Gate Construction Company,Irrigation system construction service,1,"134,923.88"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"93,488.61"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"141,478.18"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,2,"212,855.56"
Afghanistan,THE RISING ROAD BUILDING AND CONSTRUCTION COMPANY,Irrigation system construction service,1,"163,696.00"
Afghanistan,Name withheld for security reasons*,Irrigation system construction service,1,"152,872.00"
Algeria,IDOINE SECURITE EURL,Guard services,1,"63,231.13"
Angola,"CALIVE, ConstruÃ§Ã£o civil e obras publicas",Nonresidential building construction services,1,"77,784.34"
Angola,Centro cidade jovem de sucesso (CABIRI),Agricultural building construction services,1,"50,000.00"
Angola,Name withheld for security reasons*,Irrigation system construction service,1,"81,300.00"
Antigua and Barbuda,IG INDIES GREENS LTD.,Fisheries and aquaculture,1,"30,000.00"
Argentina,Name withheld for security reasons*,Geology,1,"34,506.61"
Argentina,SANCO S.A Construcciones Civiles,Building and Facility Construction and Maintenance Services,1,"71,962.96"
Argentina,TICOM S.A,Building and Facility Construction and Maintenance Services,1,"32,361.77"
Argentina,Vale 4 Producciones S.A.,Editorial and Design and Graphic and Fine Art Services,1,"64,930.99"
Armenia,ARMENIAN HARVEST PROMOTION CENTER (AHPC),Crop protection,1,"35,829.47"
Armenia,INTERNATIONAL CENTER FOR AGRIBUSINESS RESEARCH AND EDUCATION,A (gricultural research services,1,"33,939.00"
Australia,Hunnam Consulting Services,Business and corporate management consultation services,1,"32,667.88"
Austria,UNIDO,Education and Training Services,2,"2,757,777.20"
Bahamas,NATIONAL EMERGENCY MANAGEMENT AGENCY,Disaster preparedness and relief,1,"35,000.00"
Bangladesh,ALAM TRADERS,Building and facility maintenance and repair services,1,"120,822.76"
Bangladesh,BB INTERNATIONAL,Irrigation system construction service,1,"104,558.02"
Bangladesh,BRAC UNIVERSITY,Agricultural research services,1,"30,315.23"
Bangladesh,BRAC UNIVERSITY,Project management,1,"47,431.83"
Bangladesh,COMMODITIES EXIM LTD,Irrigation system construction service,2,"212,439.01"
Bangladesh,Gazi Enterprise,Silo,1,"49,983.92"
Bangladesh,KARNAPHULI AUTOS,License or registration fee,1,"39,092.78"
Bangladesh,Name withheld for security reasons*,Irrigation system construction service,1,"93,509.87"
"* For security and privacy reasons, the",name of the contractor is not displayed when it includes the name of an individual,.,,
FAO continued,,,,
Bangladesh,Name withheld for security reasons*,Irrigation system construction service,1,"57,151.37"
Bangladesh,Name withheld for security reasons*,Irrigation system construction service,1,"72,339.11"
Bangladesh,Name withheld for security reasons*,Mail and cargo transport,2,"70,223.16"
Bangladesh,MADINA POLYMER INDUSTRIES LIMITED,Silo,1,"216,994.85"
Bangladesh,Name withheld for security reasons*,Mail and cargo transport,1,"63,331.17"
Bangladesh,Name withheld for security reasons*,Silo,1,"73,596.11"
Bangladesh,MIZAN CONSTRUCTION LTD,Irrigation system construction service,1,"131,652.63"
Bangladesh,MONALISA,Irrigation system construction service,1,"100,572.72"
Bangladesh,NABABGONJ AGRO MACHINERIES INDUSTRIES LTD,Mail and cargo transport,1,"31,923.00"
Bangladesh,NOOR CONSTRUCTION LTD.,Building and facility maintenance and repair services,2,"155,792.06"
Bangladesh,RABBI ENTERPRISE,Building and facility maintenance and repair services,1,"43,664.31"
Bangladesh,"Research, Training and Management (RTM) International",Agricultural research services,1,"35,497.04"
Bangladesh,SONALI ENTERPRISE,Mail and cargo transport,1,"37,215.61"
Bangladesh,The Atlas Tradres,License or registration fee,1,"38,211.38"
Bangladesh,VILLAGE EDUCATION RESOURCE CENTER (VERC),Merchant marine vocational training services,1,"73,648.12"
Barbados,SFa Communications Inc.,Publicity and marketing support services,1,"30,000.00"
Belgium,CENTRE WALLON DE RECHERCHES AGRONOMIQUES CRA-W,Materials or product inspection,1,"91,000.00"
Belgium,SITA (OFFICE IN FRANCE),Satellite or earth communication systems services,1,"680,000.00"
Belgium,VLAAMSE INSTELLING TECHNOLOGISCH ONDERZOEK NV (VITO NV),Information retrieval systems,1,"66,261.32"
Bolivia (Plurinational State of),Name withheld for security reasons*,Mail and cargo transport,1,"34,662.10"
Brazil,Name withheld for security reasons*,Statistics,1,"229,889.67"
Brazil,DELOS ASSOCIADOS S/S Ltda,Professional procurement services,1,"292,372.88"
Brazil,DUO DESIGN SERVICOS DE EDICAO GRAFICA LTDA ME,Editorial and Design and Graphic and Fine Art Services,1,"40,368.99"
Brazil,ECOOIDEIA - COOPERATIVA DE SERVIÃ‡OS E IDEIAS AMBIENTAIS,Forestry conservation services,1,"73,798.18"
Brazil,FLYTOUR BUSINESS TRAVEL VIAGENS E TURISMO LTDA,Passenger transport,3,"109,377.31"
Brazil,IEB - INSTITUTO INTERNACIONAL DE EDUCAÃ‡ÃƒO DO BRASIL,Forestry conservation services,2,"248,411.74"
Brazil,NBL ENGENHARIA AMBIENTAL LTDA (BIOFLORA),Forestry conservation services,1,"143,909.91"
Brazil,PRIME BUREAU DE NEGOCIOS LTDA - ME,Logistics,1,"36,721.93"
Brazil,SENOGRAFIA SENSORIAMENTO REMOTO LTDA,Agrarian reform or land settlement services,1,"35,777.29"
Brazil,SETAG SERVICOS TECNICOS LTDA,Agrarian reform or land settlement services,1,"465,100.00"
Brazil,SILVA E VENDRUSCOLO LTDA,Forestry,1,"432,305.03"
Brazil,SILVA E VENDRUSCOLO LTDA,Statistics,1,"228,193.98"
Brazil,TELLUS CONSULTORIA S/S LTDA,Forestry conservation services,1,"101,047.70"
Burkina Faso,BMS INTERNATIONAL,Agricultural building construction services,1,"31,133.20"
Burkina Faso,CGDF,Agricultural building construction services,1,"30,857.00"
Burkina Faso,ECOF,Building and facility maintenance and repair services,1,"35,227.77"
Burkina Faso,ENTBB,Agricultural building construction services,1,"40,946.44"
Burkina Faso,ENTREPRISE YIDIA,Irrigation system construction service,1,"58,348.29"
Burkina Faso,ETRACOM,Agricultural building construction services,1,"38,060.47"
Burkina Faso,ETRACOM,Building and facility maintenance and repair services,1,"41,509.54"
Burkina Faso,FAGECOF,Agricultural building construction services,1,"49,109.96"
Burkina Faso,GSF,Agricultural building construction services,1,"74,528.75"
Burkina Faso,MULTI-TC,Agricultural building construction services,1,"68,242.50"
Côte d'Ivoire,SECURICOM,Safety and security system installation services,1,"35,638.34"
Côte d'Ivoire,SOCIETE IVOIRIENNE DE SECURITE,Safety and security system installation services,1,"30,684.00"
Côte d'Ivoire,YEMI ENTREPRISE,Building and facility maintenance and repair services,1,"33,740.72"
Cambodia,ARUNA TECHNOLOGY LTD,Earth science services,1,"34,136.00"
Cambodia,Name withheld for security reasons*,Irrigation system construction service,1,"80,968.75"
Cambodia,IMAGE PRINTING,Reproduction services,1,"69,536.67"
Cambodia,Name withheld for security reasons*,Business and corporate management consultation services,1,"178,545.00"
Canada,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT (IISD),Public relations and professional communications services,1,"44,583.00"
Canada,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT (IISD),Publicity and marketing support services,2,"65,073.00"
Canada,MEDGATE INC,Database management system software maintenance,1,"30,739.50"
Canada,SHL CANADA INC,Education and Training Services,3,"810,537.00"
Chile,CHILECTRA SA,Electric utilities,1,"33,000.00"
Chile,CHILECTRA SA,Utilities,1,"59,940.36"
Chile,LEVEL 3 CHILE S.A.,Internet services,2,"71,264.10"
Chile,PNUD,Building and facility maintenance and repair services,1,"34,818.90"
Chile,PNUD,Building maintenance and repair services,2,"79,522.86"
Chile,SERVICIO DE LIMPIEZA MECANIZADA SLIM SA,General building and office cleaning and maintenance services,1,"46,161.42"
China,Beijing Housing Service Corporation for Diplomatic Missions,Lease and rental of property or building,2,"105,310.67"
China,CHINESE ACADEMY OF AGRICULTURAL SCIENCES (CAAS),Writing and translations,1,"48,490.00"
China,INSTITUTE FOR THE CONTROL OF AGROCHEMICALS MINISTRY OF AGRICUL,PTublishing,1,"99,646.00"
China (Hong Kong),PIC THIS LIMITED,Photographic services,2,"84,616.57"
Colombia,CIFRAS Y CONCEPTOS S.A.,Marketing and distribution,1,"48,890.24"
Colombia,CORPORACION PARA EL DESARROLLO AGRICOLA Y DE SERVICIOS AMBIEN,FTorestry resources,1,"37,641.56"
Colombia,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI,Forestry resources,1,"67,349.14"
Colombia,PONTIFICIA UNIVERSIDAD JAVERIANA,Feasibility studies or screening of project ideas,1,"51,466.80"
Colombia,SOCIEDAD HOTELERA CALLE 74 LTDA,Hotels and motels and inns,1,"48,706.09"
Dem. People's Rep. of Korea,KOREA HAEYANG TRADING CORPORATION,Agricultural building construction services,2,"125,786.64"
Dem. People's Rep. of Korea,KOREA HAEYANG TRADING CORPORATION,Greenhouse,1,"99,272.45"
Democratic Rep. of the Congo,ABS AVIATION SPRL,Mail and cargo transport,1,"33,454.50"
Democratic Rep. of the Congo,BUREAU DE CONSTRUCTION ET METIER,Building and facility maintenance and repair services,1,"36,280.57"
Democratic Rep. of the Congo,GRAND HOTEL DE KINSHASA,Banquet and catering services,1,"42,537.85"
Democratic Rep. of the Congo,"GROUPE LA COLOMBE Ong/Asbl - ""GLC""",Building and facility maintenance and repair services,1,"119,061.50"
Democratic Rep. of the Congo,JOSMA CONGO,Building and facility maintenance and repair services,2,"88,432.15"
Democratic Rep. of the Congo,"Organisation Internationale pour les Migrations ""OIM""",Building and facility maintenance and repair services,2,"236,794.28"
Denmark,BALTIC CONTROL LTD,Materials or product inspection,4,"228,473.00"
Denmark,IMPLEMENT CONSULTING GROUP,Food and nutrition policy planning and programs,1,"79,029.00"
Denmark,KUEHNE & NAGEL A/S,Mail and cargo transport,2,"151,338.16"
Denmark,SCAN GLOBAL LOGISTICS A/S,Mail and cargo transport,1,"89,793.39"
Djibouti,Entreprise CARTA,Irrigation system construction service,1,"41,455.37"
Djibouti,Entreprise de Construction Générale,Irrigation system construction service,1,"52,840.40"
Djibouti,Name withheld for security reasons*,Irrigation system construction service,1,"42,658.20"
Djibouti,Entreprise SHAM Construction,Irrigation system construction service,1,"44,299.43"
Djibouti,Entreprise SOFI,Irrigation system construction service,1,"38,998.97"
Egypt,AMARANTE PYRAMIDS HOTEL,Hotels and motels and inns,1,"41,391.42"
Egypt,Fairmont Nile City Cairo,Hotels and motels and inns,1,"33,360.45"
Egypt,FALCON GROUP,Security and personal safety,1,"33,181.18"
Ethiopia,AFAR WATER WORKS CONSTRUCTION ENTERPRISE,Development,1,"240,511.86"
Ethiopia,AFAR WATER WORKS CONSTRUCTION ENTERPRISE,Irrigation system construction service,1,"107,203.00"
Ethiopia,ALUSHA CAR RENT,Mail and cargo transport,1,"56,002.55"
Ethiopia,GRACE CAR RENT,Transport conveyance rental or lease services,1,"66,206.54"
Ethiopia,KIF Construction,Building and Facility Construction and Maintenance Services,1,"128,617.55"
Ethiopia,KIF Construction,Building and facility maintenance and repair services,1,"65,892.56"
Ethiopia,SIMBA PLC,General building and office cleaning and maintenance services,1,"38,640.50"
Ethiopia,SOUTHERN RANGELANDS DEVELOPMENT UNIT (SORDU),Water well drilling services,1,"72,822.97"
Ethiopia,TADES TOUR AND TRAVEL AGENT,Mail and cargo transport,1,"46,986.31"
Ethiopia,TADES TOUR AND TRAVEL AGENT,Transport conveyance rental or lease services,1,"32,373.08"
European Countries,NSHP ARNENI P,Forestry conservation services,1,"208,046.00"
France,ARS MEDIA SARL,Data services,1,"57,000.00"
France,EUROP ASSISTANCE - IHS SERVICES SAS,Life and health and accident insurance,1,"75,000.00"
France,G FERON E DE CLEBSATTEL,Building and Facility Construction and Maintenance Services,1,"338,441.14"
France,G FERON E DE CLEBSATTEL,Building and facility maintenance and repair services,1,"52,151.24"
France,G FERON E DE CLEBSATTEL,Prefabricated buildings and structures,1,"346,509.93"
France,GERMICOPA SA,Mail and cargo transport,2,"617,994.00"
France,MIDAIR,Crop protection,1,"338,200.00"
France,NOVACOM SERVICES,Satellite or earth communication systems services,1,"135,685.20"
France,NOVACOM SERVICES,Software or hardware engineering,1,"30,122.12"
France,PROCOPTERE AVIATION,Crop protection,1,"5,057,000.00"
France,SYSTRAN SA,Satellite or earth communication systems services,1,"242,936.56"
Germany,CORNERSTONE ON DEMAND LTD,Education and Training Services,1,"49,882.79"
Germany,UNTERNEHMENSBERATUNG DR KARB GMBH,Reproduction services,1,"75,338.52"
Ghana,ACADEV COMPANY LIMITED,Building and Facility Construction and Maintenance Services,2,"172,515.58"
Ghana,ALISA HOTELS,Hotels and motels and inns,1,"32,925.90"
FAO continued,,,,
Ghana,COMSYS GHANA LIMITED,Telecommunications media services,1,"38,056.64"
Ghana,ELECTRICITY COMPANY OF GHANA LTD,Utilities,1,"42,127.44"
Ghana,HIGH TRUST GHANA LTD,Building and Facility Construction and Maintenance Services,1,"654,355.20"
Ghana,IZMATRIX ( ARCHITECTS & DEVELOPMENT CONSULTANTS).,Building and Facility Construction and Maintenance Services,1,"60,116.52"
Ghana,OPENCONSULT GHANA LTD,Project management,1,"78,611.54"
Ghana,YUTEES SERVICES LTD,Security and personal safety,1,"108,490.77"
Greece,POLYECO SA,Environmental protection,1,"1,508,603.00"
Grenada,GRENADA GRAND BEACH RESORT,Hotels and motels and inns,1,"52,161.78"
Guinea-Bissau,GAPTEC,Architectural engineering,1,"83,942.69"
Guinea-Bissau,GUIESPAN,Building and Facility Construction and Maintenance Services,1,"40,381.95"
Haiti,BETRACO,Agricultural building construction services,2,"110,920.91"
Haiti,GEDER S.A,Agricultural building construction services,1,"85,130.53"
Haiti,INSTITUT DE FORMATION DU SUD,Nutrition issues,1,"34,302.30"
Haiti,OLBWAD Services et Materiaux de Construction,Water resources development and oversight,1,"51,071.76"
Haiti,ROTHO S CONSTRUCTION,Agricultural building construction services,1,"104,754.36"
Haiti,SECONI,Agricultural building construction services,1,"44,393.58"
Haiti,SOCAP,Agricultural building construction services,2,"210,161.18"
Haiti,Name withheld for security reasons*,Lease and rental of property or building,1,"30,000.00"
Honduras,AFP ATLANTIDA,Insurance and retirement services,2,"98,315.26"
Hungary,IN-KAL ZRT,Guard services,1,"50,781.19"
Hungary,MAGYAR TELEKOM NYRT,Mobile communications services,1,"38,955.29"
India,Cox and Kings Ltd.,"Management, Business Professionals, Administrative Services",1,"44,000.00"
India,NATIONAL COUNCIL FOR CEMENT AND BUILDING MATERIALS (INDIA),Education and Training Services,1,"62,700.00"
India,SAFAL SOLUTIONS PVT LTD,Passenger transport,1,"49,530.00"
India,SIFY TECHNOLOGIES LTD,Education and Training Services,2,"260,000.00"
India,TRACK MANUFACTURING CO PVT LTD,Mail and cargo transport,1,"54,780.00"
India,VET HELPLINE INDIA PVT LTD,Agricultural research services,1,"47,776.55"
Indonesia,Name withheld for security reasons*,Medical science and research,1,"31,327.51"
Indonesia,Name withheld for security reasons*,Building and Facility Construction and Maintenance Services,1,"41,638.79"
Indonesia,UNDP REPRESENTATIVE IN INDONESIA,Building and facility maintenance and repair services,1,"125,389.00"
Ireland,INTUITION PUBLISHING LIMITED,Education and Training Services,1,"313,483.68"
Israel,MAKHTESHIM CHEMICAL WORKS LTD,Mail and cargo transport,1,"95,680.00"
Italy,A.T.I. SANITAL-PIEMONTE-LATECNICA,General building and office cleaning and maintenance services,3,"4,461,013.19"
Italy,AASTRA ITALIA SPA,Infrastructure maintenance and repair services,1,"45,680.63"
Italy,AASTRA ITALIA SPA,Specialized communication system services,1,"41,898.88"
Italy,ACEA ENERGIA SPA,Electric utilities,1,"2,559,681.70"
Italy,ACEA SPA,Water and sewer utilities,1,"149,253.73"
Italy,ALES 24 FACILITY SRL,Building and Facility Construction and Maintenance Services,7,"305,013.88"
Italy,ALES 24 SRL,Building and Facility Construction and Maintenance Services,1,"43,079.26"
Italy,AYNO VIDEOCONFERENZE SRL,Engineering and Research and Technology Based Services,1,"46,277.17"
Italy,AYS AT YOUR SERVICE,Mail and cargo transport,1,"294,502.62"
Italy,CANON ITALIA SPA,Office equipment rental or leasing services,2,"128,359.01"
Italy,CAPGEMINI ITALIA SPA,"Management, Business Professionals, Administrative Services",1,"59,782.61"
Italy,CARLSON WAGONLIT ITALIA SRL,Education and Training Services,1,"130,434.78"
Italy,CARLSON WAGONLIT ITALIA SRL,Hotels and motels and inns,5,"307,578.86"
Italy,CARLSON WAGONLIT ITALIA SRL,Meeting facilities,3,"159,337.04"
Italy,CARLSON WAGONLIT ITALIA SRL,Travel agencies,1,"115,727.51"
Italy,CARLSON WAGONLIT ITALIA SRL,Travel facilitation,2,"174,788.54"
Italy,COLT TECHNOLOGY SERVICES SPA,Internet services,1,"42,333.79"
Italy,COLT TECHNOLOGY SERVICES SPA,Telecommunications media services,1,"230,664.86"
Italy,DHL EXPRESS (ITALY) SRL,Transportation and Storage and Mail Services,1,"628,272.25"
Italy,EDISCO SRL,Audio visual services,2,"88,425.68"
Italy,EDISCO SRL,Computer services,1,"54,111.41"
Italy,EGEA COMMERCIALE SRL,Electric utilities,1,"386,483.12"
Italy,ENGINEERING INGEGNERIA INFORMATICA SPA,Computer services,1,"44,504.75"
Italy,ENGINEERING INGEGNERIA INFORMATICA SPA,Database management system software maintenance,1,"55,932.20"
Italy,ENGINEERING INGEGNERIA INFORMATICA SPA,Software or hardware engineering,1,"41,201.09"
Italy,ENGINEERING INGEGNERIA INFORMATICA SPA,Temporary personnel services,3,"119,655.71"
Italy,Name withheld for security reasons*,Database management system software maintenance,1,"66,962.86"
Italy,Name withheld for security reasons*,Mainframe software applications design,1,"49,253.73"
Italy,Name withheld for security reasons*,Temporary personnel services,1,"52,059.97"
Italy,HEWLETT PACKARD ITALIANA SRL,Computer hardware maintenance support service,1,"207,458.49"
Italy,HITRAC ENGINEERING GROUP SRL,Air conditioning installation or maintenance or repair service,4,"907,216.71"
Italy,IMPACT ITALIA SRL,Education and Training Services,2,"493,015.49"
Italy,INAREA STRATEGIC DESIGN SRL,Situation and stakeholder analysis and communications planning services,1,"61,954.02"
Italy,INTEROUTE SPA,Internet services,1,"31,200.00"
Italy,IPS INTERNATIONAL NEWS AGENCY SCCARL (INTER PRESS SERVICE),News and publicity services,2,"193,979.06"
Italy,IPS INTERNATIONAL NEWS AGENCY SCCARL (INTER PRESS SERVICE),Photographers and cinematographers,1,"50,000.00"
Italy,ITALIA LOGISTICA SRL,Material handling services,1,"170,157.07"
Italy,ITALPROIM SRL,Fire protection system and equipment maintenance or repair service,1,"40,705.56"
Italy,KONE SPA,Building and facility maintenance and repair services,2,"165,879.72"
Italy,KPMG ADVISORY SPA,Business and corporate management consultation services,1,"40,734.00"
Italy,KPMG ADVISORY SPA,Software maintenance and support,1,"40,077.00"
Italy,KPMG ADVISORY SPA,Temporary personnel services,2,"84,753.00"
Italy,MICROSOFT SRL,Software maintenance and support,1,"34,852.55"
Italy,MITSA SRL,Air conditioning installation or maintenance or repair service,4,"617,920.49"
Italy,MOSAICO PRODUZIONI SRL,Audio visual services,1,"40,000.00"
Italy,ORACLE ITALIA SRL,Software maintenance and support,2,"1,811,114.81"
Italy,POSTE ITALIANE SPA - SEDE LAZIO,Transportation and Storage and Mail Services,1,"366,492.15"
Italy,PRICEWATERHOUSECOOPERS ADVISORY SPA,Business and corporate management consultation services,1,"113,600.00"
Italy,PROGE SOFTWARE SRL,Computer services,9,"577,658.40"
Italy,Progetto Sviluppo Porti srl,Nonresidential building construction services,1,"269,000.00"
Italy,SOCIETA ITALIANA BREVETTI SPA (SIB SPA),Legal services,1,"34,437.09"
Italy,SOFTLAB SPA,Computer services,13,"600,505.09"
Italy,SOFTWAY SRL,Software maintenance and support,1,"47,322.00"
Italy,STYLE FOOD SRL,Banquet and catering services,1,"43,050.85"
Italy,SUISSEGAS ITALIA SPA,Oil and gas utilities,1,"190,217.39"
Italy,SWISS POST INTERNATIONAL,Postal and small parcel and courier services,1,"36,459.11"
Italy,SWISS POST SOLUTIONS SPA,Postal and small parcel and courier services,1,"46,357.62"
Italy,TELECOM ITALIA SPA,Internet services,2,"106,730.21"
Italy,TELECOM ITALIA SPA,Telecommunications media services,2,"121,538.21"
Italy,TELECONSULT SRL,Transportation and Storage and Mail Services,1,"69,385.00"
Italy,UNITED NATIONS SYSTEM STAFF COLLEGE (UNSSC),Education and Training Services,1,"32,500.00"
Italy,VODAFONE OMNITEL N.V.,Telecommunications media services,6,"435,269.04"
Italy,WORLD FOOD PROGRAMME (WFP),Mail and cargo transport,1,"347,528.71"
Italy,WURTH SRL,Electric utilities,1,"66,313.00"
Italy,XEROX ITALIA RENTAL SERVICES SRL (XIRES SRL),Office equipment rental or leasing services,6,"725,966.47"
