2018,ESCAP,Thailand,OTIS ELEVATOR COMPANY (THAILAND)LIM,Building and Maintenance Services," 66,704.87 "
2018,ESCAP,Thailand,PCS SECURITY AND FACILITY SERVICES,Management and Admin Services," 109,802.77 "
2018,ESCAP,Thailand,ADECCOPHAHOLYOTHINRECRUITMENTLIMITE,"Travel, Food and Lodging"," 54,176.57 "
2018,ESCAP,Thailand,LOCKTON WATTANA INSURANCE BROKERS (,Financial and Insurance Services," 57,087.21 "
2018,ESCAP,Thailand,RK3 ENGINEERING AND DEVELOPMENT CO.,Distribution Equipment," 33,463.98 "
2018,ESCAP,Thailand,EMC INFORMATION SYSTEMS (THAILAND)L,Engineering and Research Services," 49,649.90 "
2018,ESCAP,Thailand,LIANG CHI INDUSTRY(THAILAND)CO. LT,Distribution Equipment," 33,442.91 "
2018,ESCAP,Thailand,ABB LTD.,Building and Maintenance Services," 34,642.98 "
2018,ESCAP,Thailand,SIAM P&T CO. LTD.,Building and Maintenance Services," 292,006.61 "
2018,ESCAP,Thailand,THE COMMUNICATION SOLUTION COMPANY,Engineering and Research Services," 30,349.48 "
2018,ESCAP,Thailand,LANTRO (THAILAND) CO. LTD.,Building and Maintenance Services," 37,282.54 "
2018,ESCAP,Thailand,GRAND LARN LUANG CO. LTD. (ROYAL P,"Travel, Food and Lodging"," 34,935.13 "
2018,ESCAP,Thailand,LANTRO (THAILAND) CO. LTD.,Engineering and Research Services," 84,752.82 "
2018,ESCAP,Thailand,METROPOLITAN ELECTRICITY AUTHORITY,Public Sector Related Services," 908,000.00 "
2018,ESCAP,Thailand,"""GBT (THAILAND) CO.,LTD.""","Travel, Food and Lodging"," 6,776,204.79 "
2018,ESCAP,Thailand,PCS SECURITY AND FACILITY SERVICES,Building and Maintenance Services," 824,136.53 "
2018,ESCAP,Thailand,WGC INTERNATIONAL LIMITED,"Printing, Photo and AV Equipment"," 552,596.89 "
2018,ESCAP,Thailand,RICOH (THAILAND) LIMITED,Management and Admin Services," 272,895.40 "
2018,ESCAP,Thailand,HAMMERSMITH CO.LTD.,Building and Maintenance Services," 146,359.47 "
2018,ESCAP,Thailand,ADECCOPHAHOLYOTHINRECRUITMENTLIMITE,Management and Admin Services," 186,242.86 "
2018,ESCAP,Thailand,CS LOXINFO PUBLIC COMPANY LIMITED,Engineering and Research Services," 57,306.59 "
2018,ESCAP,Thailand,NETMARKS (THAILAND) CO. LTD.,IT and Communications Equipment," 55,034.99 "
2018,ESCAP,Thailand,LOGIN TECHNOLOGY AND COMPUTER CO.,Engineering and Research Services," 39,783.58 "
2018,ESCAP,Thailand,STARLINK (THAILAND) CO. LTD.,Distribution Equipment," 360,012.60 "
2018,ESCAP,Thailand,KNOWLEDGE MANAGEMENT SYSTEMS COMPAN,Engineering and Research Services," 60,900.00 "
2018,ESCAP,Thailand,ROCKWORTH PUBLIC CO. LTD.,Management and Admin Services," 71,086.76 "
2018,ESCAP,Thailand,WGC INTERNATIONAL LIMITED,IT and Communications Equipment," 202,950.24 "
2018,ESCAP,Thailand,ADECCOPHAHOLYOTHINRECRUITMENTLIMITE,Engineering and Research Services," 90,947.27 "
2018,ESCAP,Thailand,P.CON ENGINEERING GROUP CO. LTD.,Building and Maintenance Services," 90,117.15 "
2018,ESCAP,Thailand,SODEXO SECURITY GUARD SERVICE (THAI,"Travel, Food and Lodging"," 398,569.82 "
2018,ESCAP,Thailand,19 ASSOCIATES CO.LTD,Building and Maintenance Services," 147,395.83 "
2018,ESCAP,Thailand,METROPOLITAN WATER WORK AUTHORITY,Public Sector Related Services," 38,192.23 "
2018,ESCAP,United States of America,CISCO SYSTEMS  INC,IT and Communications Equipment," 111,515.50 "
2018,ESCAP,United States of America,TRIGYN TECHNOLOGIES INC.,Engineering and Research Services," 64,794.60 "
2018,ESCAP,United States of America,LENOVO (UNITED STATES) INC,IT and Communications Equipment," 103,096.00 "
2018,ESCWA,Denmark,DANOFFICE APS (DENMARK),IT and Communications Equipment," 102,227.00 "
2018,ESCWA,Denmark,DANOFFICE APS (DENMARK),Office Equipment," 32,074.88 "
2018,ESCWA,Japan,NISSAN TRADING CO. LTD.,Motor Vehicles and Parts," 51,001.68 "
2018,ESCWA,Jordan,ROYAL SCIENTIFIC SOCIETY,Management and Admin Services," 30,000.00 "
2018,ESCWA,Lebanon,KURBAN TRAVEL SERVICES (K.T.S.) S.A,"Travel, Food and Lodging"," 93,000.00 "
2018,ESCWA,Lebanon,LIBANPOST SAL,"Transportation, Storage, Mail Services"," 35,000.00 "
2018,ESCWA,Lebanon,PERFECT CLEAN ABOU CHEBL & CO.,Building and Maintenance Services," 209,000.00 "
2018,ESCWA,Lebanon,IMAGE SYSTEMS S.A.L.,Management and Admin Services," 70,980.00 "
2018,ESCWA,Lebanon,WORLD WIDE TRAVEL & TOURISM S.A.L,"Travel, Food and Lodging"," 623,867.00 "
2018,ESCWA,Lebanon,GUARDIA SYSTEMS S.A.L.,Building and Maintenance Services," 99,600.00 "
2018,ESCWA,Lebanon,COMPUTER INFORMATION SYSTEMS ( CIS,Engineering and Research Services," 57,840.00 "
2018,ESCWA,Lebanon,MEDITERRANEANOILSHIPPING&TRANSPORTC,Fuels and Lubricants etc.," 115,800.00 "
2018,ESCWA,Lebanon,ELECTRICITE DU LIBAN,Public Sector Related Services," 416,432.19 "
2018,ESCWA,Lebanon,MOBILE INTERIM COMPANY 1 S.A.L,Public Sector Related Services," 34,370.00 "
2018,ESCWA,Lebanon,UNDP-LEBANON,Public Order and Security Services," 162,481.91 "
2018,ESCWA,Lebanon,GMHABIS SAL,"Printing, Photo and AV Equipment"," 51,000.00 "
2018,ESCWA,Lebanon,TRIANGLE CONSULTING SAL (OFFSHORE),Education and Training Services," 31,000.00 "
2018,ESCWA,Lebanon,MOBILE INTERIM COMPANY N2 SAL,Public Sector Related Services," 49,780.00 "
2018,ESCWA,Lebanon,SOLIDERE S.A.L,Building and Maintenance Services," 624,709.00 "
2018,ESCWA,Lebanon,GENERAL DIRECTORATE OF EXPLOITATION,Public Sector Related Services," 68,110.00 "
2018,ESCWA,Lebanon,THE TRAVEL CLUB SARL,"Travel, Food and Lodging"," 1,019,532.00 "
2018,ESCWA,United States of America,LENOVO (UNITED STATES) INC,IT and Communications Equipment," 77,005.00 "
2018,ESCWA,United States of America,EMC CORPORATION,IT and Communications Equipment," 337,365.30 "
2018,ESCWA,United States of America,SMART ANALYTICS INC,IT and Communications Equipment," 60,050.00 "
2018,FAO,Afghanistan,GLOBAL ARINA CO,Building and Maintenance Services," 82,369.68 "
2018,FAO,Afghanistan,MUJTABA WALID LOGISTIC SERVICES COMPANY,Live Plant and Animal Material," 139,100.00 "
2018,FAO,Afghanistan,SHEEN ZAR AGRICULTURE TRADING COMPAN LTD,Live Plant and Animal Material," 51,635.00 "
2018,FAO,Afghanistan,SHEEN ZAR AGRICULTURE TRADING COMPAN LTD,Engineering and Research Services," 37,200.00 "
2018,FAO,Afghanistan,FARID AHMAD CONSTRUCTION COMPANY,Building and Maintenance Services," 209,742.62 "
2018,FAO,Afghanistan,"""HELAL HADAWAL AGRICULTURAL & SEEDS, COMPANY LTD""","Transportation, Storage, Mail Services"," 38,844.00 "
2018,FAO,Afghanistan,SHIRABAD SEED COMPANY,"Transportation, Storage, Mail Services"," 144,443.13 "
2018,FAO,Afghanistan,KHWAJA SABZ POSH AGRICULTURAL AND IMPROVED SEEDS PRODUCTION,"Transportation, Storage, Mail Services"," 36,811.74 "
2018,FAO,Afghanistan,KABUL DAIRY UNION (KDU),"Transportation, Storage, Mail Services"," 50,630.00 "
2018,FAO,Afghanistan,KHWAJA MOHAMMAD MUSSFER SEEDS COMPANY,Live Plant and Animal Material," 75,502.80 "
2018,FAO,Afghanistan,NOOR GROUP TRADING COMPANY LTD,Management and Admin Services," 45,366.84 "
2018,FAO,Afghanistan,SABAWOON ANIS POULTRY FARM & POULTRY FEED PRODUCTION COMPANY,"Transportation, Storage, Mail Services"," 7,687.00 "
2018,FAO,Afghanistan,HIGH QUALITY CONSTRUCTION COMPANY,Building and Maintenance Services," 137,914.00 "
2018,FAO,Afghanistan,NOOR AGRICULTURE SEEDS COMPANY,"Transportation, Storage, Mail Services"," 40,636.33 "
2018,FAO,Afghanistan,ARIA MEDEQUIP PVT LTD,Laboratory and Testing Equipment," 92,391.48 "
2018,FAO,Afghanistan,HUSSAIN ZADA CO  LIMITED,"Transportation, Storage, Mail Services"," 40,970.00 "
2018,FAO,Afghanistan,NEW GULBAHAR CONSTRUCTION COMPANY,Building and Maintenance Services," 125,368.02 "
2018,FAO,Afghanistan,SOHAIL ATAL CONSTRUCTION COMPANY,Building and Maintenance Services," 301,048.18 "
2018,FAO,Afghanistan,SABAWOON ANIS POULTRY FARM & POULTRY FEED PRODUCTION COMPANY,Live Plant and Animal Material," 43,650.00 "
2018,FAO,Afghanistan,GHULAM MUHAMMAD DIN CO LTD,Live Plant and Animal Material," 1,069,100.00 "
2018,FAO,Afghanistan,PESHGAM HERAT SEED COMPANY LTD,"Transportation, Storage, Mail Services"," 4,920.00 "
2018,FAO,Afghanistan,DA MAIDAN ZAWAHNONO CONSTRUCTION COMPANY,Building and Maintenance Services," 143,452.30 "
2018,FAO,Afghanistan,KHWAJA MOHAMMAD MUSSFER SEEDS COMPANY,"Transportation, Storage, Mail Services"," 56,495.22 "
2018,FAO,Afghanistan,NOOR GROUP TRADING COMPANY LTD,"Transportation, Storage, Mail Services"," 1,365.00 "
2018,FAO,Afghanistan,HERAT KHORASAN INT. TRANSIT & FORWARDING LTD.,"Transportation, Storage, Mail Services"," 198,733.93 "
2018,FAO,Afghanistan,AL EMRAN SILK ROAD GROUP,Live Plant and Animal Material," 167,790.00 "
2018,FAO,Afghanistan,BALKH LIVESTOCK DEVELOPMENT UNION,Live Plant and Animal Material," 165,870.12 "
2018,FAO,Afghanistan,ASIA COM LOGISTIC SERVICES COMPANY,Live Plant and Animal Material," 40,970.00 "
2018,FAO,Afghanistan,NAEMI SAFI CONSTRUCTION COMPANY,Building and Maintenance Services," 156,784.52 "
2018,FAO,Afghanistan,KHWAJA SABZ POSH AGRICULTURAL AND IMPROVED SEEDS PRODUCTION,Live Plant and Animal Material," 56,050.12 "
2018,FAO,Afghanistan,"""HELAL HADAWAL AGRICULTURAL & SEEDS, COMPANY LTD""",Live Plant and Animal Material," 318,600.00 "
2018,FAO,Afghanistan,"""FAO REP, AFGHANISTAN-KABUL""",Public Order and Security Services," 115,496.06 "
2018,FAO,Afghanistan,HERAT LIVESTOCK DEVELOPMENT UNION,Financial and Insurance Services," 30,622.50 "
2018,FAO,Afghanistan,AIOUB FAIZI CONSTRUCTION COMPANY,Building and Maintenance Services," 32,648.46 "
2018,FAO,Afghanistan,SADAT HASSAN ZAI LTD,Live Plant and Animal Material," 86,700.00 "
2018,FAO,Afghanistan,DYNAMIC RIGID CONSTRUCTION COMPANY,Building and Maintenance Services," 172,636.00 "
2018,FAO,Afghanistan,SHEEN ZAR AGRICULTURE TRADING COMPAN LTD,"Transportation, Storage, Mail Services"," 35,616.00 "
2018,FAO,Afghanistan,KAPISA KOHNA DE CONSTRUCTION COMPANY,Building and Maintenance Services," 102,540.55 "
2018,FAO,Afghanistan,EMDAD CONSTRUCTION COMPANY,"Farming, Fishing, Forestry Services"," 370,548.84 "
2018,FAO,Afghanistan,KABUL DAIRY UNION (KDU),Live Plant and Animal Material," 405,040.00 "
2018,FAO,Afghanistan,"""HEMAYAT ETMENAN CONSTRUCTION, CONSTRUCTION MATERIALS PRODUCTION AND ROAD BUILDING COMPANY""",Building and Maintenance Services," 74,293.75 "
2018,FAO,Afghanistan,BABA-I-DEHQAN SEED ENTERPRISE,"Transportation, Storage, Mail Services"," 5,700.00 "
2018,FAO,Afghanistan,AFGHAN LIGHT CONSTRUCTION LTD,"Farming, Fishing, Forestry Services"," 223,331.40 "
2018,FAO,Afghanistan,ARYAAN GLOBAL LOGISTICS SERVICES,Live Plant and Animal Material," 351,000.00 "
2018,FAO,Afghanistan,AL EMRAN SILK ROAD GROUP,"Land, Building and Structures"," 30,630.00 "
2018,FAO,Afghanistan,ZAM ZAM SEED COMPANY,"Transportation, Storage, Mail Services"," 51,434.22 "
2018,FAO,Afghanistan,INSURANCE CORPORATION OF AFGHANISTAN,Financial and Insurance Services," 35,200.00 "
2018,FAO,Afghanistan,WATAN MUTAHED CONSTRUCTION COMPANY,Building and Maintenance Services," 245,401.46 "
2018,FAO,Afghanistan,ALBADAR ARCHITECTURE & CONSTRUCTION CO,Building and Maintenance Services," 65,361.68 "
2018,FAO,Afghanistan,BOST IMPROVED SEED PRODUCTION & AGRICULTURE SERVICES COMPANY (BISSCO),"Transportation, Storage, Mail Services"," 2,800.00 "
2018,FAO,Afghanistan,GHULAM MUHAMMAD DIN CO LTD,"Transportation, Storage, Mail Services"," 58,800.00 "
2018,FAO,Afghanistan,FAISAL MOHAMMADI GROUP LOGISTIC SERVICES COMPANY,"Transportation, Storage, Mail Services"," 32,125.42 "
2018,FAO,Afghanistan,PAMIR AGROVET LTD,"Pharmaceuticals, Contraceptives, Vaccines"," 470,000.00 "
2018,FAO,Afghanistan,MAARIJ CONSTRUCTION COMPANY,Building and Maintenance Services," 64,582.36 "
2018,FAO,Afghanistan,HUSSAIN ZADA CO  LIMITED,Medical Equipment," 70,000.00 "
2018,FAO,Afghanistan,MAHMOOD RAQI CONSTRUCTION & BUILDING COPMANY,Building and Maintenance Services," 257,720.72 "
2018,FAO,Afghanistan,ENSAF JAWZJAN SEED ENTERPRISE,"Transportation, Storage, Mail Services"," 33,471.81 "
2018,FAO,Afghanistan,HERAT LIVESTOCK DEVELOPMENT UNION,Live Plant and Animal Material," 698,584.50 "
2018,FAO,Afghanistan,SAHAT HAMAGANI LIMITED,"Transportation, Storage, Mail Services"," 86,121.00 "
2018,FAO,Afghanistan,YARAN-E-ABADI CONSTRUCTION COMPANY,"Farming, Fishing, Forestry Services"," 284,030.34 "
2018,FAO,Afghanistan,AFGHAN TAKSAR MOTOROLA AUTHORIZED DEALER.,"Transportation, Storage, Mail Services"," 45,335.00 "
2018,FAO,Afghanistan,STAR LINK LOGISTIC & SUPPLY COMPANY (SLLSC),Laboratory and Testing Equipment," 39,211.00 "
2018,FAO,Afghanistan,STRATEX HOSPITILITY,"Travel, Food and Lodging"," 80,300.00 "
2018,FAO,Afghanistan,BRIGHT VITAL CONSTRUCTION & ENGINEERING COMPANY,Building and Maintenance Services," 56,518.00 "
2018,FAO,Afghanistan,NOOR AGRICULTURE SEEDS COMPANY,Live Plant and Animal Material," 240,754.46 "
2018,FAO,Afghanistan,HERAT LIVESTOCK DEVELOPMENT UNION,"Transportation, Storage, Mail Services"," 107,569.80 "
2018,FAO,Afghanistan,BOST IMPROVED SEED PRODUCTION & AGRICULTURE SERVICES COMPANY (BISSCO),Live Plant and Animal Material," 49,215.00 "
2018,FAO,Afghanistan,TOLO E ARIANA ROAD & CONSTRUCTION CO,Building and Maintenance Services," 94,776.00 "
2018,FAO,Afghanistan,PESHGAM HERAT SEED COMPANY LTD,Live Plant and Animal Material," 52,800.00 "
2018,FAO,Afghanistan,QURGHAN SEED COMPANY,"Transportation, Storage, Mail Services"," 8,925.00 "
2018,FAO,Afghanistan,UNITED NATIONS DEVELOPMENT PROGRAMME-UNDP,Public Order and Security Services," 135,926.58 "
2018,FAO,Afghanistan,QURGHAN SEED COMPANY,Live Plant and Animal Material," 115,265.00 "
2018,FAO,Afghanistan,BABA-I-DEHQAN SEED ENTERPRISE,Live Plant and Animal Material," 159,600.00 "
2018,FAO,Afghanistan,AMIR NASIR CONSTRUCTION COMPANY,"Farming, Fishing, Forestry Services"," 108,225.55 "
2018,FAO,Afghanistan,BAGHBAN E BUZARG AGRICULTURAL SERVICES CO,Live Plant and Animal Material," 115,780.00 "
2018,FAO,Afghanistan,MILLI FEED MILL,Live Plant and Animal Material," 1,216,020.00 "
2018,FAO,Afghanistan,BADGHIS YAQOOBI LTD,Live Plant and Animal Material," 1,028,682.00 "
2018,FAO,Afghanistan,VETSERV LIMITED,"Transportation, Storage, Mail Services"," 54,372.00 "
2018,FAO,Afghanistan,FAISAL MOHAMMADI GROUP LOGISTIC SERVICES COMPANY,Live Plant and Animal Material," 388,220.00 "
2018,FAO,Afghanistan,NOOR GROUP TRADING COMPANY LTD,Live Plant and Animal Material," 41,914.95 "
2018,FAO,Afghanistan,DOROKHSHAN SEED ENTERPRISE,"Transportation, Storage, Mail Services"," 59,512.03 "
2018,FAO,Afghanistan,SADAT GHAFORI CO  LTD,Live Plant and Animal Material," 777,818.25 "
2018,FAO,Afghanistan,KIA RESEARCH & DEVELOPMENT COMPANY,"Editorial, Design, Graphic Services"," 132,770.00 "
2018,FAO,Afghanistan,BALKH LIVESTOCK DEVELOPMENT CENTER BLDC,Live Plant and Animal Material," 515,000.00 "
2018,FAO,Afghanistan,ADALAT BROTHERS CONSTRUCTION COMPANY,Building and Maintenance Services," 175,835.68 "
2018,FAO,Algeria,IDOINE SECURITE EURL,Public Order and Security Services," 51,374.66 "
2018,FAO,Angola,CARLAND - OFICINA DE MOTOS DE CARLOS HERLANDER,Motor Vehicles and Parts," 34,500.00 "
2018,FAO,Angola,KONJO COMERCIO E SERVICOS LDA,Sports and Recreational Equipment," 96,660.00 "
2018,FAO,Angola,SALENE COMERCIAL LDA,"Transportation, Storage, Mail Services"," 2,322.58 "
2018,FAO,Angola,HOSPEDARIA SIMAO CANJUVI,"Travel, Food and Lodging"," 41,744.51 "
2018,FAO,Angola,SALENE COMERCIAL LDA,Sports and Recreational Equipment," 62,012.90 "
2018,FAO,Argentina,HOTELES SHERATON DE ARGENTINA SAC,"Travel, Food and Lodging"," 314,556.60 "
2018,FAO,Argentina,SOLUCIONES VERDES SRL,Management and Admin Services," 59,683.25 "
2018,FAO,Argentina,PUNTO BAIRES SA,"Travel, Food and Lodging"," 70,410.00 "
2018,FAO,Armenia,FEREDERIK MATINYAN PE,Live Plant and Animal Material," 71,487.52 "
2018,FAO,Armenia,SOVRANO LLC,IT and Communications Equipment," 25,249.66 "
2018,FAO,Armenia,SOVRANO LLC,Office Equipment," 8,533.44 "
2018,FAO,Australia,FORESTRY TOOLS,"Transportation, Storage, Mail Services", 634.42 
2018,FAO,Australia,REDR AUSTRALIA,Environmental Services," 31,387.00 "
2018,FAO,Australia,FORESTRY TOOLS,Laboratory and Testing Equipment," 45,405.40 "
2018,FAO,Australia,FORESTRY TOOLS,Domestic Appliances and Electronics," 4,246.09 "
2018,FAO,Australia,FORESTRY TOOLS,Published Products," 2,866.29 "
2018,FAO,Austria,VWR INTERNATIONAL GMBH,Laboratory and Testing Equipment," 71,045.60 "
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,Laboratory and Testing Equipment," 708,079.82 "
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,Furniture," 10,608.50 "
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,Medical Equipment," 94,720.90 "
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,Engineering and Research Services," 63,300.00 "
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,"Transportation, Storage, Mail Services"," 114,832.70 "
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,Financial and Insurance Services, 80.50 
2018,FAO,Austria,AMEX EXPORT IMPORT GMBH,"Farming, Fishing Equipment"," 49,137.10 "
2018,FAO,Austria,VWR INTERNATIONAL GMBH,"Transportation, Storage, Mail Services"," 10,899.80 "
2018,FAO,Bangladesh,QN FARUQUE,Management and Admin Services," 169,266.62 "
2018,FAO,Bangladesh,GAZI TANKS,"Land, Building and Structures"," 89,271.00 "
2018,FAO,Bangladesh,ACI MOTORS LIMITED,"Farming, Fishing Equipment"," 64,000.00 "
2018,FAO,Bangladesh,MANTECH ENGINEERING LSS,"Land, Building and Structures"," 19,580.00 "
2018,FAO,Bangladesh,KHALEQUE SERVICE STATION,Fuels and Lubricants etc.," 34,421.54 "
2018,FAO,Bangladesh,ACI MOTORS LIMITED,"Transportation, Storage, Mail Services"," 5,800.00 "
2018,FAO,Bangladesh,MESSRS KHAN BROTHERS,"Transportation, Storage, Mail Services", 714.72 
2018,FAO,Bangladesh,QUALITECH INTERNATIONAL LTD.,"Transportation, Storage, Mail Services"," 55,418.36 "
2018,FAO,Bangladesh,NEO CRAFT,"Transportation, Storage, Mail Services"," 1,800.00 "
2018,FAO,Bangladesh,SASS INTERNATIONAL,"Transportation, Storage, Mail Services"," 166,024.00 "
2018,FAO,Bangladesh,BRAC NURSERY ENTERPRISE,Live Plant and Animal Material," 42,324.60 "
2018,FAO,Bangladesh,MAAS INTERNATIONAL,Tools and General Machinery," 40,924.26 "
2018,FAO,Bangladesh,MANTECH ENGINEERING LSS,Tools and General Machinery," 494,797.35 "
2018,FAO,Bangladesh,ACI GODREJ AGROVET PRIVATE LIMITED,"Transportation, Storage, Mail Services"," 7,027.25 "
2018,FAO,Bangladesh,EXCURSION & RESORTS BANGLADESH LTD.,"Travel, Food and Lodging"," 34,543.26 "
2018,FAO,Bangladesh,G4S SECURE SOLUTIONS BANGLADESH (P) LTD,Public Order and Security Services," 48,667.49 "
2018,FAO,Bangladesh,BANGLADESH BUREAU OF SOCIO-ECONOMIC RESEARCH AND TRAINING (BSERT),Politics and Civic Affairs Services," 34,766.62 "
2018,FAO,Bangladesh,NF ENTERPRISE,Domestic Appliances and Electronics," 280,270.20 "
2018,FAO,Bangladesh,GAZI TANKS,Tools and General Machinery," 323,586.00 "
2018,FAO,Bangladesh,RFL PLASTICS LTD,"Transportation, Storage, Mail Services"," 167,990.25 "
2018,FAO,Bangladesh,SS SCIENTIFIC CORPORATION,Tools and General Machinery," 87,004.80 "
2018,FAO,Bangladesh,NF ENTERPRISE,Education and Training Services, 895.20 
2018,FAO,Bangladesh,BRAC NURSERY ENTERPRISE,"Transportation, Storage, Mail Services"," 1,734.12 "
2018,FAO,Bangladesh,GAZI TANKS,"Transportation, Storage, Mail Services"," 32,111.10 "
2018,FAO,Bangladesh,B.R. TECHNOLOGY,Laboratory and Testing Equipment," 48,417.16 "
2018,FAO,Bangladesh,ROYAL TULIP SEA PEARL BEACH RESORT & SPA LTD,"Travel, Food and Lodging"," 108,919.55 "
2018,FAO,Bangladesh,SAMPA ENTERPRISE,Office Equipment," 36,369.78 "
2018,FAO,Bangladesh,SAMPA ENTERPRISE,"Transportation, Storage, Mail Services", 844.17 
2018,FAO,Bangladesh,MS. TRADING CORPORATION,"Farming, Fishing Equipment"," 31,333.94 "
2018,FAO,Bangladesh,ALIM INDUSTRIES LIMITED,"Farming, Fishing Equipment"," 217,203.60 "
