ECLAC,,,
Argentina,ACIFI S.A.,Rental of Office Premises - Buenos Aires,"118,800.00"
Haiti,BETRACO,Supervision des travaux construction bassins de rétention d'eau et citernes,"180,000.00"
Haiti,FLOREXIL CONSTRUCTION S.A.,Construction de 4 Lots de citernes (200 citernes en total),"411,647.80"
Haiti,OLBWAD,Construction de 10 Lots de 5 bassins de rétention d'eau,"199,348.48"
Haiti,PLANCONSULT,Construction de 4 Lots de citernes (200 citernes en total),"288,113.21"
Haiti,SOCAP,Construction de 4 Lots de citernes (200 citernes en total),"361,761.01"
India,MAXCARE MARKETING & TECHNICAL SERVICES,Establishment of a Liquid Milk Processing Plant in Herat-Afghanistan,"349,150.00"
Italy,ALTAS SRL - INCOMING CENTER,High Level Round Table (7 December 2010),"42,569.44"
Italy,AMA SPA,Garbage collection and differentiated disposal service,"333,168.99"
Italy,ARAN HOTELS SARL,Congress Service,"30,641.36"
Italy,ATEPI SRL,Engineering Services,"114,673.24"
Italy,ATS ADVANCED TELECOM SYSTEMS SPA,Secure Services Gateways,"48,538.27"
Italy,AYS AT YOUR SERVICE,Diplomatic pouch service (period Jan-Dec. 2010),"472,334.68"
Italy,BG & PARTNERS SRL,Adobe software (initial order) 2010-2012,"262,360.24"
Italy,CANON ITALIA SPA,Rental of duplicating system,"112,496.89"
Italy,CANON ITALIA SPA,Rental of Duplicating System,"73,197.28"
Italy,CARLSON WAGONLIT TRAVEL,Conference in Montpellier,"283,871.30"
Italy,CARLSON WAGONLIT TRAVEL,Events Management Services,"574,997.85"
Italy,COLT TECHNOLOGY SERVICES SPA,Colt - Internet Connectivity for 12 months,"49,166.67"
Italy,COLT TELECOM SPA,Least Cost Routing amount for Colt Telecom,"53,327.96"
Italy,COLT TELECOM SPA,Least Cost Routing amount for Colt Telecom,"53,285.59"
FAO Continued,,,
Italy,COLT TELECOM SPA,Long Distance Telephone Calls - Least Cost Routing,"146,520.15"
Italy,COLT TELECOM SPA,Long-distance telephone calls - Least Cost Routing,"49,985.14"
Italy,DHL EXPRESS (ITALY) SRL,Door-to-door and Diplomatic Pouch services,"539,811.07"
Italy,DHL EXPRESS (ITALY) SRL,Handling of the Organization's Mail and Distribution Services,"223,129.25"
Italy,EDISCO SRL,Technical Assistance in Systems Development Support and ICT Support,"35,648.75"
Italy,EDISCO SRL,Technical Assistance in Systems Development Support and ICT Support,"117,884.87"
Italy,EDISCO SRL,Technical Assistance in Systems Development Support and ICT Support,"58,942.44"
Italy,EDISCO SRL,Technical Assistance in Systems Development Support and ICT Support,"36,767.35"
Italy,EMC COMPUTER SYSTEMS ITALIA SPA,Acquisition and Maintenance,"93,482.98"
Italy,ESERVIZI SPA,Internal Printing Equipment - CSCMD,"30,147.26"
Italy,FERRAMENTA MESSINA SNC,Supply of Maintenance Materials,"73,982.74"
Italy,HARPA ITALIA SRL,Performance Load Testing Software tools,"236,543.19"
Italy,HEWLETT PACKARD ITALIANA SPA,Hardware and software maintenance for HP servers,"194,814.11"
Italy,HITRAC ENGINEERING GROUP SRL,Running and Maintenance of air conditioning and heating systems,"235,531.63"
Italy,HITRAC ENGINEERING GROUP SRL,Running and Maintenance of air conditioning and heating systems,"44,788.75"
Italy,HITRAC ENGINEERING GROUP SRL,Running and Maintenance of air conditioning and heating systems,"64,567.86"
Italy,HITRAC ENGINEERING GROUP SRL,Running and Maintenance of air conditioning and heating systems,"61,069.15"
Italy,HITRAC ENGINEERING GROUP SRL,Running and Maintenance of air conditioning and heating systems,"109,990.57"
Italy,IBM ITALIA SPA,Renewal of IBM Filenet support for 2010,"59,638.01"
Italy,IBM ITALIA SPA,Renewal of IBM Filenet support for 2011,"282,969.21"
Italy,IMPACT INTERNATIONAL,Leadership and Management Programme,"300,000.00"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","114,902.53"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","77,384.90"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","34,547.87"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","225,736.33"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","174,611.04"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","108,006.56"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","104,821.69"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","99,949.19"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","45,651.74"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","54,876.24"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","194,056.37"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","194,056.37"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","128,264.58"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","84,851.97"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","193,017.88"
Italy,IMPRESA PIERANTONI SRL,"Provision of Small Renovation and Construction Works in FAO Offices, Rome","68,044.99"
Italy,INTEROUTE SPA,FAO Internet Connectivity Services,"31,200.00"
Italy,IRDI SYSTEMS SRL,On site maintenance of integrated pedestrian access control system,"35,329.74"
Italy,ITALIA LOGISTICA SRL,Handling of the Organization's Publications,"294,339.65"
Italy,ITALPROIM SRL,"Maintenance of fire estinguishers, hoses and fire suppression systems","72,083.88"
Italy,ITEL SRL,Technical Assistance in Systems Development Support and ICT Support,"31,501.83"
Italy,ITEL SRL,Technical Assistance in Systems Development Support and ICT Support,"68,523.69"
Italy,KONE SPA,Maintenance of lifts (year 2010),"130,990.43"
Italy,MITSA SRL,Water Treatment of Heating/Cooling systems and disinfection of air conditioning systems,"151,939.94"
Italy,MITSA SRL,Water Treatment of Heating/Cooling systems and disinfection of air conditioning systems,"150,740.24"
Italy,MITSA SRL,Water Treatment of Heating/Cooling systems and disinfection of air conditioning systems,"53,318.37"
Italy,NUSSLI ITALIA SRL,Construction of entrance Pavilion - Amendment No. 1,"163,865.55"
Italy,ORACLE ITALIA SRL,Oracle OLSA,"40,336.13"
Italy,ORACLE ITALIA SRL,Oracle OLSA,"580,578.75"
Italy,POSTE ITALIANE SPA - SEDE LAZIO,Handling of ORGs Mail and Distribution Services,"380,228.14"
Italy,POSTE ITALIANE SPA - SEDE LAZIO,Handling of the Organization's Mail and Distribution Services,"67,476.38"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"31,634.98"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"33,699.63"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"42,124.54"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"40,720.39"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"39,062.89"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"41,520.31"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"51,722.45"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"41,527.78"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"71,623.04"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"32,160.64"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"30,789.83"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"61,579.65"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"90,602.41"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"30,789.83"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"67,737.62"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"44,645.25"
Italy,PROGE SOFTWARE SRL,Technical Assistance in Systems Development Support and ICT Support,"81,502.04"
Italy,ROTOCLASS SRL,Maintenance of Archieve Machinery,"50,362.52"
Italy,SANITAL SRL,Multiservice contract (PO issued on this supplier for payment purposes only.,"58,789.25"
Italy,SANITAL SRL,"Multiservices contract - cleaning, portering, gardening, transport, garbage, recycling","457,983.19"
Italy,SANITAL SRL,"Multiservices contract - cleaning, portering, gardening, transport, garbage, recycling","2,380,952.38"
Italy,SANITAL SRL,"Multiservices contract - cleaning, portering, gardening, transport, garbage, recycling","312,324.93"
Italy,SANITAL SRL,"Multiservices contract - cleaning, portering, gardening, transport, garbage, recycling","561,624.65"
Italy,SERENA SOFTWARE EUROPE LTD,Amendment No. 1,"82,998.66"
Italy,SIMES SRL,"Fornitura e posa in opera di 16 serramente esterni, Bldg. B (da B-127 a B-142)","52,897.96"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","34,522.21"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","68,541.11"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","62,115.38"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","36,844.11"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","40,598.29"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","33,853.27"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","25,399.74"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","50,425.95"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","38,024.14"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","37,601.65"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","89,722.22"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","93,010.47"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","59,188.48"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","93,010.47"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","93,010.47"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","58,753.27"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","41,204.82"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","43,239.63"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","113,872.82"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","62,697.46"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","100,040.82"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","114,465.31"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","175,459.18"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","140,625.85"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","184,183.67"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","51,170.75"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","35,924.37"
Italy,SOFTLAB SPA,"Technical Assistance in Systems Development and Support, and ICT Support","38,358.97"
Italy,SOFTWAY SRL,Purchase of VMWare Licenses + Maintenance Services,"55,322.66"
Italy,VODAFONE OMNITEL N.V.,Mobile Telecommunication Service,"197,941.18"
Italy,VODAFONE OMNITEL N.V.,Mobile Telecommunication Service,"163,675.38"
Italy,VODAFONE OMNITEL N.V.,Mobile Telecommunication Service,"183,775.11"
Italy,VODAFONE OMNITEL N.V.,Mobile Telecommunication Service,"184,850.01"
Italy,VODAFONE OMNITEL N.V.,Mobile Telecommunication Service,"220,010.76"
Italy,VODAFONE OMNITEL N.V.,Mobile Telecommunication Service,"200,534.44"
Italy,WORLD COURIER ITALIA SRL,Shipping services for transportation of biological specimens to certified laboratories,"36,626.51"
Italy,WORLD FOOD PROGRAMME,Airlifting of Pesticides - OSRO/GEO/001/CHA - TCESE,"188,100.00"
Italy,WURTH SRL,Maintenance materials supplies (ferramenta),"36,630.04"
Italy,XEROX SPA,Rental of balck and white dupliating system - year 2010 Jan-June,"84,033.61"
Italy,XEROX SPA,Rental of black and white diplicating system (May-July 2010),"40,816.33"
Italy,XEROX SPA,Rental of black and white duplicating system - (August 2010 - January 2011),"63,673.47"
Italy,XEROX SPA,Supply and maintenance of MFPs at HQs,"271,980.71"
Italy,XEROX SPA,Supply and Maintenance of MFPs at HQs - Period: January-March 2010,"223,309.28"
FAO Continued,,,
Italy,XEROX SPA,Supply and Maintenance of Multifunction Copiers and Printers,"344,146.87"
Italy,XEROX SPA,Supply and Maintenance of Multifunction Copiers-Printers,"260,701.14"
Italy,ZANZI SERVIZI SPA,Maintenance of electrical installations and fire detection and alarm systems,"221,586.83"
Italy,ZANZI SERVIZI SPA,Maintenance of electrical installations and fire detection and alarm systems,"126,514.13"
Italy,ZANZI SERVIZI SPA,Maintenance of Electrical Installations and Fire Detection and Alarm Systems,"44,587.16"
Italy,ZANZI SERVIZI SPA,Maintenance of Electrical Installations and Fire Detection and Alarm Systems,"53,268.01"
Mauritania,EMF - TRAVAUX,Construction 5 magasins de stockage de produits agricoles,"157,895.50"
Netherlands,METEO CONSULT BV,Provision of Customized Metereological data on a daily basis,"30,450.00"
San Marino,KARNAK SPA,Stationary and Office Supplies Service,"235,910.88"
San Marino,KARNAK SPA,Stationery and office supplies service,"355,595.41"
Sudan,CONQUERS COMPUTER & ENGINEERING CO LTD,V-Sat communication services,"46,860.00"
Switzerland,ALLIANZ SUISSE,Insurance of accompanied personal luggge,"153,528.40"
Switzerland,INTERNATIONAL COMPUTING CENTRE,Provision of Mainframe Service,"99,926.00"
Switzerland,INTERNATIONAL COMPUTING CENTRE,Provision of Mainframe Service OS/390 Environment,"32,514.00"
United Arab Emirates,GEOPOLICITY INC,Consultancy services,"279,540.00"
United Arab Emirates,GEOPOLICITY INC,Iraq Agricultural growth and employment generation support programme,"349,030.00"
United Kingdom,EDINBURGH RESEARCH AND INNOVATION LTD,Development and improvement of the SWARMS software,"40,000.00"
United Kingdom,EPIC PERFORMANCE IMPROVEMNET LTD,LTA no. WFP/UAE/09/11-B,"64,255.19"
United Kingdom,GREEN INK PUBLISHING SERVICES LTD,State of the World's Forest 2011 (SOFO),"143,214.00"
United Kingdom,GREEN INK PUBLISHING SERVICES LTD,The Global Forest Resources Assessment 2010 (FRA 2010),"259,587.50"
United Kingdom,LANDESK INTERNATIONAL LTD,Framework Agreement GF/HQR/CPA 263469-2010/CIO,"181,260.23"
United Kingdom,LEARNING TREE INTERNATIONAL,Provision of specialized training,"400,000.00"
United Kingdom,MARSH UK LTD,Fidelity Guarantee year 2010,"50,585.00"
United Kingdom,MARSH UK LTD,TPLL coverage for the year 2010 GF/HQ/CPA/213190,"124,058.00"
United Kingdom,MICROSOFT IRELAND OPERATIONS LTD,Microsoft EA Contract for Software Licenses,"922,982.00"
United Kingdom,MRAG LTD,Establishment of a programme to monitor transhipment by large scale vessels,"1,326,803.92"
United Kingdom,TERRA FIRMA ASSOCIATES,Media Campaign Under & Non represented countries,"97,725.41"
United Kingdom,THE HAY GROUP MANAGEMENT LIMITED,FAO Staff Survey and Corporate Service Client Satisfaction,"190,993.79"
United Kingdom,VEOLIA ENVIRONMENTAL SERVICES (UK),Disposal of Obsolete Pesticides in Paraguay,"669,934.98"
United Kingdom,VEOLIA ENVIRONMENTAL SERVICES (UK),"Safeguarding of obsolete pesticides in Eritrea""","98,110.66"
United States,AMERICAN MANAGEMENT ASSOCIATION,PEMS Rollout Training,"400,000.00"
United States,AMERICAN MANAGEMENT ASSOCIATION,PEMS Training Programme -,"350,000.00"
United States,AMERICAN MANAGEMENT ASSOCIATION,Training related to the Performance Evaluation & Management System (PEMS),"300,000.00"
United States,BURNESS COMMUNICATIONS,Additional services for existing contract,"51,894.00"
United States,BURNESS COMMUNICATIONS,Communication Services,"149,832.00"
United States,EMERGING MARKETS COMMUNICATIONS INC,"VSAT, Very Small Aperture Terminal","241,040.00"
United States,ENCOMPASS LLC,Leadership and Management Programme,"300,000.00"
United States,"ESRI - ENVIRONMENTAL SYSTEMS RESEARCH INST., INC",Licenses and Maintenance for 2011 - ESRI/ArcGIS,"42,800.00"
United States,HEWITT ASSOCIATES,Regular annual actuarial review of After-Service Staff Benefits Plans,"83,955.00"
United States,HUGH WOOD INC,Marine Cargo  Insurance/2nd Installment,"30,000.00"
United States,HUGH WOOD INC,Marine Cargo Insurance 1st Installment  invoice 17673 dated 08 Feb 2010,"30,000.00"
United States,HUGH WOOD INC,Additional premium to policy year 2010 invoice n 22484,"113,000.00"
United States,HUGH WOOD INC,Marine Cargo Inisurance / 3rd Installment,"30,000.00"
United States,HUGH WOOD INC,Marine Cargo Insurance - 4th installment,"30,000.00"
United States,"POINTE TECHNOLOGIES, INC",Atlas Travel System maintenance (01/07/2010 - 30/06/2011),"36,000.00"
IFAD,,,
Belgium,EMAKINA  EU SPRL,GENERAL MANAGEMENT SERVICES,"30,159.68"
Belgium,VAN BREDA INTERNATIONAL NV,Insurance,"605,835.62"
Burkina Faso,ROPPA,Rural Development,"34,559.00"
Cambodia,AGRI BUSINESS INSTITUTE CAMBODIA,Rural Development,"41,307.00"
